time_s,0.0_cm,0.1_cm,0.2_cm,0.3_cm,0.4_cm,0.5_cm,0.6_cm,0.7_cm,0.8_cm,0.9_cm,1.0_cm,1.1_cm,1.2_cm,1.3_cm,1.4_cm,1.5_cm,1.6_cm,1.7_cm,1.8_cm,1.9_cm,2.0_cm
128,28.000380,28.000411,28.000510,28.000695,28.001000,28.001477,28.002204,28.003293,28.004900,28.007242,28.010611,28.015397,28.022108,28.031399,28.044095,28.061222,28.084026,28.113987,28.152805,28.202329,28.264413
129,28.000401,28.000433,28.000537,28.000730,28.001046,28.001540,28.002291,28.003413,28.005066,28.007469,28.010920,28.015811,28.022658,28.032118,28.045025,28.062407,28.085514,28.115825,28.155028,28.204946,28.267406
130,28.000423,28.000457,28.000564,28.000765,28.001093,28.001605,28.002380,28.003537,28.005236,28.007702,28.011234,28.016232,28.023215,28.032847,28.045965,28.063603,28.087014,28.117673,28.157256,28.207563,28.270397
131,28.000446,28.000481,28.000593,28.000802,28.001142,28.001671,28.002472,28.003663,28.005410,28.007939,28.011555,28.016660,28.023780,28.033584,28.046915,28.064810,28.088525,28.119530,28.159489,28.210181,28.273387
132,28.000470,28.000507,28.000623,28.000840,28.001193,28.001740,28.002566,28.003793,28.005588,28.008181,28.011881,28.017095,28.024354,28.034331,28.047875,28.066029,28.090046,28.121395,28.161727,28.212800,28.276377
133,28.000495,28.000533,28.000654,28.000879,28.001245,28.001811,28.002663,28.003926,28.005769,28.008427,28.012213,28.017537,28.024935,28.035088,28.048846,28.067258,28.091577,28.123269,28.163970,28.215421,28.279367
134,28.000521,28.000561,28.000686,28.000919,28.001298,28.001883,28.002762,28.004062,28.005955,28.008679,28.012550,28.017986,28.025525,28.035853,28.049827,28.068497,28.093119,28.125151,28.166218,28.218043,28.282358
135,28.000548,28.000589,28.000720,28.000961,28.001354,28.001958,28.002864,28.004201,28.006144,28.008935,28.012894,28.018442,28.026123,28.036628,28.050819,28.069747,28.094670,28.127040,28.168470,28.220668,28.285350
136,28.000576,28.000619,28.000754,28.001005,28.001411,28.002035,28.002969,28.004343,28.006338,28.009196,28.013243,28.018904,28.026729,28.037412,28.051820,28.071008,28.096231,28.128938,28.170728,28.223296,28.288343
137,28.000606,28.000650,28.000790,28.001050,28.001469,28.002114,28.003076,28.004489,28.006536,28.009462,28.013598,28.019374,28.027343,28.038205,28.052831,28.072278,28.097802,28.130842,28.172991,28.225926,28.291338
138,28.000636,28.000682,28.000827,28.001096,28.001530,28.002195,28.003186,28.004638,28.006737,28.009733,28.013960,28.019851,28.027965,28.039007,28.053852,28.073559,28.099381,28.132755,28.175259,28.228559,28.294335
139,28.000667,28.000715,28.000866,28.001144,28.001592,28.002278,28.003299,28.004791,28.006943,28.010010,28.014327,28.020335,28.028595,28.039819,28.054883,28.074849,28.100970,28.134674,28.177532,28.231195,28.297334
140,28.000700,28.000749,28.000906,28.001193,28.001657,28.002364,28.003414,28.004947,28.007153,28.010291,28.014701,28.020826,28.029234,28.040639,28.055923,28.076149,28.102567,28.136601,28.179809,28.233834,28.300336
141,28.000734,28.000785,28.000947,28.001244,28.001723,28.002452,28.003532,28.005106,28.007367,28.010577,28.015080,28.021324,28.029880,28.041469,28.056973,28.077458,28.104173,28.138534,28.182092,28.236477,28.303340
142,28.000769,28.000822,28.000989,28.001297,28.001791,28.002542,28.003653,28.005269,28.007586,28.010868,28.015465,28.021829,28.030535,28.042307,28.058032,28.078777,28.105787,28.140475,28.184380,28.239123,28.306347
143,28.000805,28.000860,28.001033,28.001351,28.001861,28.002634,28.003777,28.005435,28.007808,28.011165,28.015857,28.022341,28.031198,28.043154,28.059101,28.080105,28.107410,28.142423,28.186673,28.241773,28.309357
144,28.000842,28.000899,28.001078,28.001407,28.001933,28.002729,28.003904,28.005605,28.008036,28.011467,28.016255,28.022860,28.031869,28.044011,28.060179,28.081442,28.109042,28.144377,28.188972,28.244426,28.312370
145,28.000881,28.000940,28.001125,28.001464,28.002007,28.002827,28.004034,28.005778,28.008267,28.011774,28.016659,28.023387,28.032548,28.044876,28.061266,28.082788,28.110681,28.146338,28.191275,28.247084,28.315387
146,28.000921,28.000982,28.001174,28.001524,28.002082,28.002927,28.004166,28.005956,28.008503,28.012086,28.017069,28.023921,28.033235,28.045749,28.062362,28.084143,28.112328,28.148306,28.193584,28.249746,28.318407
147,28.000963,28.001026,28.001223,28.001585,28.002161,28.003029,28.004302,28.006136,28.008743,28.012403,28.017485,28.024462,28.033930,28.046632,28.063468,28.085507,28.113984,28.150281,28.195898,28.252411,28.321430
148,28.001006,28.001071,28.001275,28.001648,28.002241,28.003134,28.004441,28.006321,28.008988,28.012726,28.017908,28.025010,28.034633,28.047523,28.064582,28.086879,28.115647,28.152262,28.198218,28.255081,28.324457
149,28.001050,28.001117,28.001328,28.001712,28.002323,28.003241,28.004583,28.006509,28.009237,28.013054,28.018337,28.025565,28.035344,28.048422,28.065705,28.088260,28.117318,28.154250,28.200542,28.257755,28.327488
150,28.001096,28.001165,28.001382,28.001779,28.002407,28.003351,28.004728,28.006701,28.009490,28.013388,28.018772,28.026127,28.036063,28.049331,28.066837,28.089650,28.118997,28.156245,28.202872,28.260434,28.330522
151,28.001143,28.001214,28.001439,28.001847,28.002494,28.003464,28.004876,28.006897,28.009749,28.013726,28.019213,28.026696,28.036790,28.050247,28.067977,28.091048,28.120683,28.158246,28.205208,28.263116,28.333560
152,28.001191,28.001265,28.001497,28.001917,28.002583,28.003579,28.005028,28.007096,28.010011,28.014071,28.019660,28.027273,28.037525,28.051172,28.069126,28.092454,28.122377,28.160254,28.207549,28.265804,28.336603
153,28.001242,28.001318,28.001556,28.001989,28.002674,28.003697,28.005182,28.007300,28.010279,28.014420,28.020114,28.027857,28.038267,28.052106,28.070284,28.093868,28.124079,28.162268,28.209895,28.268496,28.339649
154,28.001294,28.001372,28.001618,28.002064,28.002767,28.003818,28.005340,28.007507,28.010551,28.014775,28.020574,28.028447,28.039018,28.053048,28.071450,28.095291,28.125788,28.164288,28.212247,28.271192,28.342700
155,28.001347,28.001428,28.001681,28.002140,28.002863,28.003941,28.005501,28.007719,28.010828,28.015136,28.021041,28.029045,28.039776,28.053998,28.072624,28.096722,28.127504,28.166316,28.214604,28.273894,28.345755
156,28.001402,28.001485,28.001746,28.002218,28.002961,28.004068,28.005666,28.007934,28.011109,28.015502,28.021514,28.029650,28.040542,28.054956,28.073807,28.098160,28.129228,28.168349,28.216967,28.276600,28.348813
157,28.001459,28.001544,28.001813,28.002298,28.003062,28.004197,28.005834,28.008153,28.011395,28.015874,28.021993,28.030263,28.041316,28.055922,28.074997,28.099607,28.130959,28.170389,28.219335,28.279310,28.351877
158,28.001517,28.001605,28.001881,28.002381,28.003165,28.004329,28.006005,28.008377,28.011686,28.016251,28.022478,28.030882,28.042097,28.056896,28.076196,28.101061,28.132698,28.172436,28.221709,28.282026,28.354944
159,28.001577,28.001668,28.001952,28.002465,28.003270,28.004464,28.006180,28.008604,28.011982,28.016634,28.022970,28.031508,28.042887,28.057879,28.077403,28.102524,28.134443,28.174488,28.224088,28.284746,28.358016
160,28.001639,28.001732,28.002025,28.002552,28.003378,28.004601,28.006358,28.008836,28.012282,28.017022,28.023468,28.032142,28.043683,28.058869,28.078619,28.103994,28.136196,28.176548,28.226473,28.287471,28.361093
161,28.001703,28.001799,28.002099,28.002641,28.003489,28.004742,28.006540,28.009071,28.012588,28.017416,28.023973,28.032782,28.044488,28.059868,28.079842,28.105472,28.137956,28.178613,28.228864,28.290202,28.364174
162,28.001768,28.001867,28.002176,28.002732,28.003602,28.004886,28.006725,28.009311,28.012898,28.017815,28.024484,28.033430,28.045300,28.060874,28.081073,28.106957,28.139723,28.180685,28.231260,28.292937,28.367259
163,28.001835,28.001937,28.002254,28.002825,28.003718,28.005033,28.006914,28.009555,28.013213,28.018220,28.025001,28.034084,28.046119,28.061888,28.082312,28.108450,28.141497,28.182764,28.233662,28.295677,28.370349
164,28.001904,28.002009,28.002335,28.002921,28.003836,28.005183,28.007106,28.009803,28.013533,28.018631,28.025524,28.034746,28.046946,28.062910,28.083558,28.109951,28.143278,28.184848,28.236069,28.298422,28.373444
165,28.001976,28.002083,28.002417,28.003019,28.003957,28.005336,28.007302,28.010056,28.013858,28.019047,28.026054,28.035414,28.047781,28.063940,28.084813,28.111459,28.145066,28.186939,28.238482,28.301172,28.376543
166,28.002049,28.002159,28.002502,28.003119,28.004081,28.005492,28.007502,28.010312,28.014188,28.019469,28.026591,28.036089,28.048623,28.064977,28.086075,28.112974,28.146861,28.189037,28.240901,28.303927,28.379647
167,28.002124,28.002237,28.002589,28.003222,28.004207,28.005651,28.007705,28.010573,28.014522,28.019897,28.027133,28.036772,28.049472,28.066023,28.087345,28.114497,28.148663,28.191140,28.243325,28.306688,28.382756
168,28.002201,28.002317,28.002678,28.003327,28.004336,28.005814,28.007913,28.010839,28.014862,28.020330,28.027682,28.037461,28.050329,28.067075,28.088623,28.116027,28.150471,28.193250,28.245755,28.309453,28.385869
169,28.002280,28.002399,28.002770,28.003435,28.004468,28.005979,28.008123,28.011108,28.015207,28.020769,28.028238,28.038158,28.051193,28.068136,28.089908,28.117565,28.152287,28.195366,28.248191,28.312224,28.388987
170,28.002361,28.002483,28.002863,28.003545,28.004603,28.006148,28.008338,28.011382,28.015557,28.021214,28.028799,28.038861,28.052065,28.069204,28.091201,28.119110,28.154110,28.197489,28.250632,28.315000,28.392110
171,28.002444,28.002569,28.002959,28.003658,28.004741,28.006321,28.008556,28.011661,28.015912,28.021665,28.029367,28.039571,28.052944,28.070279,28.092501,28.120662,28.155939,28.199618,28.253079,28.317780,28.395237
172,28.002529,28.002658,28.003058,28.003773,28.004881,28.006496,28.008779,28.011944,28.016271,28.022121,28.029941,28.040288,28.053830,28.071362,28.093809,28.122222,28.157775,28.201753,28.255532,28.320566,28.398370
173,28.002617,28.002748,28.003158,28.003891,28.005025,28.006675,28.009005,28.012231,28.016636,28.022583,28.030522,28.041012,28.054723,28.072452,28.095124,28.123788,28.159618,28.203894,28.257990,28.323358,28.401507
174,28.002706,28.002841,28.003261,28.004012,28.005171,28.006857,28.009235,28.012523,28.017006,28.023050,28.031109,28.041742,28.055624,28.073550,28.096446,28.125362,28.161468,28.206041,28.260454,28.326154,28.404649
175,28.002798,28.002937,28.003367,28.004135,28.005320,28.007043,28.009469,28.012819,28.017382,28.023523,28.031702,28.042480,28.056531,28.074655,28.097776,28.126943,28.163324,28.208195,28.262924,28.328956,28.407796
176,28.002892,28.003034,28.003475,28.004260,28.005473,28.007232,28.009707,28.013120,28.017762,28.024003,28.032302,28.043224,28.057446,28.075768,28.099113,28.128531,28.165187,28.210355,28.265400,28.331763,28.410947
177,28.002989,28.003134,28.003585,28.004389,28.005628,28.007425,28.009948,28.013425,28.018147,28.024487,28.032908,28.043975,28.058368,28.076888,28.100458,28.130126,28.167057,28.212521,28.267881,28.334575,28.414104
178,28.003087,28.003236,28.003698,28.004520,28.005787,28.007621,28.010194,28.013735,28.018538,28.024978,28.033520,28.044733,28.059298,28.078015,28.101809,28.131728,28.168933,28.214693,28.270368,28.337393,28.417265
179,28.003189,28.003341,28.003813,28.004654,28.005948,28.007821,28.010444,28.014049,28.018934,28.025474,28.034139,28.045498,28.060234,28.079149,28.103168,28.133337,28.170816,28.216872,28.272861,28.340215,28.420431
180,28.003292,28.003448,28.003931,28.004791,28.006113,28.008024,28.010698,28.014368,28.019334,28.025976,28.034764,28.046269,28.061177,28.080291,28.104534,28.134953,28.172706,28.219057,28.275359,28.343043,28.423602
181,28.003398,28.003557,28.004052,28.004931,28.006281,28.008231,28.010956,28.014692,28.019740,28.026484,28.035395,28.047047,28.062127,28.081439,28.105907,28.136576,28.174602,28.221248,28.277863,28.345875,28.426728
182,28.003506,28.003669,28.004175,28.005074,28.006452,28.008441,28.011218,28.015020,28.020152,28.026997,28.036032,28.047832,28.063085,28.082595,28.107288,28.138206,28.176505,28.223445,28.280372,28.348703,28.429819
183,28.003617,28.003784,28.004301,28.005219,28.006627,28.008655,28.011484,28.015353,28.020568,28.027517,28.036676,28.048624,28.064049,28.083758,28.108675,28.139843,28.178415,28.225648,28.282885,28.351524,28.432890
184,28.003731,28.003901,28.004430,28.005368,28.006804,28.008873,28.011754,28.015690,28.020990,28.028042,28.037326,28.049422,28.065021,28.084928,28.110070,28.141486,28.180331,28.227856,28.285401,28.354338,28.435945
185,28.003847,28.004021,28.004561,28.005519,28.006985,28.009094,28.012029,28.016033,28.021417,28.028573,28.037982,28.050227,28.065999,28.086105,28.111471,28.143137,28.182253,28.230070,28.287917,28.357145,28.438988
186,28.003965,28.004143,28.004695,28.005673,28.007170,28.009319,28.012307,28.016379,28.021849,28.029109,28.038644,28.051038,28.066984,28.087290,28.112880,28.144794,28.184182,28.232289,28.290435,28.359945,28.442020
187,28.004086,28.004268,28.004832,28.005831,28.007357,28.009548,28.012590,28.016731,28.022286,28.029652,28.039313,28.051856,28.067976,28.088481,28.114295,28.146458,28.186116,28.234512,28.292952,28.362739,28.445042
188,28.004210,28.004396,28.004972,28.005991,28.007548,28.009781,28.012877,28.017087,28.022729,28.030200,28.039988,28.052681,28.068975,28.089679,28.115718,28.148129,28.188057,28.236739,28.295469,28.365527,28.448057
189,28.004336,28.004526,28.005114,28.006155,28.007743,28.010017,28.013169,28.017449,28.023177,28.030754,28.040669,28.053512,28.069981,28.090884,28.117147,28.149806,28.190003,28.238969,28.297985,28.368310,28.451065
190,28.004465,28.004660,28.005260,28.006322,28.007941,28.010257,28.013464,28.017814,28.023630,28.031313,28.041356,28.054350,28.070993,28.092096,28.118583,28.151490,28.191955,28.241203,28.300501,28.371088,28.454066
191,28.004597,28.004796,28.005408,28.006492,28.008142,28.010501,28.013764,28.018185,28.024088,28.031879,28.042050,28.055195,28.072013,28.093315,28.120026,28.153180,28.193912,28.243439,28.303016,28.373862,28.457062
192,28.004732,28.004934,28.005560,28.006665,28.008347,28.010749,28.014068,28.018560,28.024552,28.032450,28.042750,28.056046,28.073039,28.094541,28.121476,28.154876,28.195874,28.245678,28.305530,28.376632,28.460052
193,28.004869,28.005076,28.005714,28.006841,28.008555,28.011001,28.014377,28.018941,28.025021,28.033027,28.043455,28.056903,28.074072,28.095774,28.122932,28.156578,28.197840,28.247919,28.308043,28.379397,28.463038
194,28.005010,28.005220,28.005871,28.007020,28.008767,28.011257,28.014690,28.019326,28.025496,28.033610,28.044168,28.057767,28.075112,28.097013,28.124395,28.158286,28.199811,28.250163,28.310556,28.382160,28.466019
195,28.005153,28.005368,28.006032,28.007203,28.008982,28.011516,28.015007,28.019716,28.025975,28.034198,28.044886,28.058638,28.076158,28.098260,28.125865,28.160001,28.201787,28.252408,28.313068,28.384919,28.468997
196,28.005299,28.005518,28.006195,28.007389,28.009201,28.011780,28.015329,28.020110,28.026460,28.034793,28.045611,28.059515,28.077211,28.099513,28.127340,28.161720,28.203767,28.254656,28.315579,28.387676,28.471971
197,28.005448,28.005671,28.006362,28.007578,28.009424,28.012048,28.015655,28.020510,28.026951,28.035393,28.046341,28.060399,28.078271,28.100772,28.128823,28.163446,28.205751,28.256905,28.318089,28.390430,28.474941
198,28.005600,28.005828,28.006531,28.007771,28.009650,28.012319,28.015985,28.020915,28.027446,28.035998,28.047078,28.061289,28.079338,28.102038,28.130311,28.165176,28.207738,28.259157,28.320599,28.393181,28.477909
199,28.005755,28.005987,28.006704,28.007967,28.009880,28.012595,28.016320,28.021324,28.027947,28.036610,28.047821,28.062185,28.080411,28.103311,28.131806,28.166912,28.209730,28.261410,28.323108,28.395930,28.480874
200,28.005912,28.006149,28.006880,28.008167,28.010113,28.012875,28.016659,28.021738,28.028454,28.037227,28.048570,28.063088,28.081490,28.104590,28.133306,28.168653,28.211725,28.263664,28.325617,28.398678,28.483836
201,28.006073,28.006315,28.007060,28.008370,28.010351,28.013158,28.017003,28.022157,28.028965,28.037851,28.049325,28.063997,28.082576,28.105876,28.134813,28.170400,28.213724,28.265921,28.328126,28.401423,28.486797
202,28.006237,28.006483,28.007242,28.008576,28.010592,28.013446,28.017351,28.022581,28.029482,28.038480,28.050087,28.064913,28.083669,28.107168,28.136326,28.172151,28.215727,28.268179,28.330634,28.404167,28.489755
203,28.006405,28.006655,28.007428,28.008786,28.010837,28.013738,28.017704,28.023010,28.030005,28.039114,28.050854,28.065835,28.084768,28.108466,28.137844,28.173907,28.217732,28.270439,28.333142,28.406909,28.492711
204,28.006575,28.006830,28.007617,28.008999,28.011085,28.014034,28.018061,28.023444,28.030532,28.039755,28.051628,28.066763,28.085873,28.109770,28.139368,28.175668,28.219742,28.272700,28.335650,28.409650,28.495665
205,28.006748,28.007008,28.007809,28.009216,28.011338,28.014335,28.018423,28.023883,28.031066,28.040401,28.052407,28.067698,28.086985,28.111081,28.140898,28.177433,28.221754,28.274963,28.338158,28.412389,28.498618
206,28.006925,28.007190,28.008005,28.009436,28.011594,28.014639,28.018790,28.024327,28.031604,28.041053,28.053193,28.068639,28.088103,28.112398,28.142433,28.179203,28.223770,28.277227,28.340666,28.415128,28.501569
207,28.007105,28.007374,28.008204,28.009660,28.011854,28.014948,28.019161,28.024776,28.032148,28.041711,28.053985,28.069586,28.089227,28.113721,28.143974,28.180978,28.225788,28.279493,28.343173,28.417865,28.504519
208,28.007288,28.007562,28.008407,28.009888,28.012118,28.015261,28.019536,28.025230,28.032697,28.042374,28.054783,28.070540,28.090358,28.115049,28.145520,28.182757,28.227810,28.281760,28.345682,28.420602,28.507468
209,28.007474,28.007753,28.008613,28.010119,28.012386,28.015578,28.019917,28.025689,28.033252,28.043043,28.055587,28.071499,28.091495,28.116384,28.147071,28.184540,28.229835,28.284029,28.348190,28.423337,28.510416
210,28.007663,28.007948,28.008822,28.010354,28.012658,28.015899,28.020301,28.026153,28.033812,28.043718,28.056396,28.072465,28.092637,28.117725,28.148628,28.186328,28.231863,28.286300,28.350698,28.426073,28.513363
