time_s,oven_temperature_C,oven_moisture_kg_kg,surface_temperature_C,surface_moisture_kg_kg,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
12600,50.097,0.05019,32.6369972,0.8272067228,0.0001709699444,2423776.687,414.3929653,436.5000701,22.10710482,-2.239971764e-09
12660,50.041,0.0501,32.68675737,0.8254076082,0.0001705938814,2423659.253,413.461439,433.8560659,20.39462682,-2.880369721e-09
12720,49.85,0.04984,32.70426596,0.8235278599,0.000170237482,2423617.932,412.5906142,428.6433509,16.05273672,-2.936189958e-09
12780,50.152,0.0498,32.77482888,0.8216885654,0.0001698415764,2423451.404,411.6028067,434.429278,22.82647131,-3.707384622e-09
12840,50.108,0.04984,32.83351655,0.8199084608,0.0001694410919,2423312.901,410.6087839,431.8620862,21.25330238,-1.940406946e-09
12900,50.119,0.05024,32.88616602,0.8181473501,0.0001689655744,2423188.648,409.4354619,430.8208494,21.3853875,1.536648142e-09
12960,49.816,0.04998,32.89134482,0.816295883,0.0001686153979,2423176.426,408.5848573,423.1163796,14.53152232,-5.670699466e-10
13020,49.812,0.05014,32.90842269,0.8144009271,0.0001681632381,2423136.122,407.4824168,422.5894327,15.10701591,-1.875832822e-11
13080,50.214,0.05007,32.99673997,0.8126089236,0.0001677843391,2422927.694,406.5293219,430.4315007,23.90217878,-4.787352736e-09
13140,49.949,0.05004,33.03177516,0.8108289637,0.0001673992888,2422845.011,405.5825317,422.9306209,17.34808923,-5.56320856e-09
13200,49.9,0.04982,33.05536502,0.8089700637,0.0001670386754,2422789.339,404.6995219,421.1158745,16.41635252,1.427054031e-09
13260,49.994,0.05022,33.10331259,0.8071639152,0.0001665532482,2422676.182,403.5045874,422.2671852,18.76259776,5.520064406e-10
13320,50.081,0.0499,33.16217186,0.8053785102,0.0001662308096,2422537.274,402.7003323,422.9707036,20.27037126,-3.766729151e-09
13380,50.228,0.05004,33.23635293,0.8036497052,0.0001658196093,2422362.207,401.6751547,424.7911767,23.116022,3.714717423e-09
13440,49.893,0.0501,33.25016825,0.8018748232,0.0001654158732,2422329.603,400.6917665,416.0707937,15.37902728,-1.132207217e-09
13500,50.212,0.05007,33.31787645,0.8001073036,0.0001650335602,2422169.812,399.7393073,422.3530888,22.61378146,1.379248715e-09
13560,49.762,0.05022,33.31668757,0.7983118011,0.0001646054838,2422172.617,398.7028956,411.1328107,12.42991504,-2.56346766e-09
13620,50.028,0.04982,33.36296279,0.7964680228,0.0001642878038,2422063.408,397.915478,416.6259302,18.71045223,6.817799658e-10
13680,50.067,0.05,33.42029442,0.7947081835,0.0001638609736,2421928.105,396.8594973,416.1676396,19.30814224,-4.82049245e-09
13740,49.803,0.04995,33.42995671,0.7928969432,0.0001634734412,2421905.302,395.917194,409.3260824,13.40888833,-3.117975211e-09
13800,49.82,0.04999,33.45111564,0.7910498365,0.0001630582139,2421855.367,394.9034106,409.2221091,14.31869852,2.015610789e-09
13860,49.96,0.04981,33.50209902,0.7892383334,0.0001626992281,2421735.046,394.0144227,411.4475245,17.43310173,-3.92566335e-09
13920,50.233,0.04982,33.58977545,0.7875210432,0.0001623191659,2421528.13,393.0604262,416.0806138,23.02018756,2.92209279e-09
13980,50.048,0.04989,33.63310785,0.7858152687,0.0001619284355,2421425.865,392.097702,410.3723037,18.27460177,1.678301942e-09
14040,50.217,0.0499,33.69666984,0.7841085392,0.0001615506969,2421275.859,391.1588025,413.008254,21.84945144,6.765503713e-10
14100,50.152,0.04996,33.74652079,0.7824208093,0.0001611661373,2421158.211,390.2087166,410.1369803,19.92826373,-1.453258847e-09
14160,49.984,0.05006,33.76731011,0.780686751,0.0001607625825,2421109.148,389.2237591,405.4172473,16.19348824,-1.786986559e-09
14220,50.142,0.05007,33.81936115,0.7789599052,0.0001603804177,2420986.308,388.2787952,408.0659713,19.78717608,-3.379909685e-09
14280,49.759,0.04996,33.81359082,0.7771722906,0.0001600112858,2420999.926,387.3873109,398.6352295,11.2479186,8.277538655e-10
14340,49.805,0.04995,33.82725576,0.7753334845,0.0001596088866,2420967.676,386.4079553,399.4436061,13.03565082,1.574903763e-09
14400,50.165,0.04986,33.90780009,0.77359393,0.0001592459289,2420777.592,385.4989761,406.4299979,20.9310217,7.683524927e-10
14460,49.99591667,0.04999041667,33.93937644,0.7718664651,0.0001588371321,2420703.072,384.4975336,401.4135056,16.91597209,-3.295212991e-10
14520,49.99591667,0.04999041667,33.98017024,0.7701370923,0.0001584566116,2420606.798,383.5611513,400.3936607,16.83250938,-5.479137144e-10
14580,49.99591667,0.04999041667,34.02070674,0.7684099406,0.0001580765799,2420511.132,382.6261213,399.3802482,16.75412686,1.84121518e-09
14640,49.99591667,0.04999041667,34.06090343,0.7666854924,0.000157697143,2420416.268,381.6927302,398.375331,16.68260072,2.040678737e-10
14700,49.99591667,0.04999041667,34.1008427,0.7649639199,0.0001573183388,2420322.011,380.7610382,397.3768491,16.61581092,-1.471676114e-10
14760,49.99591667,0.04999041667,34.14058423,0.7632453009,0.0001569401845,2420228.221,379.8310637,396.383311,16.55224726,1.757200607e-09
14820,49.99591667,0.04999041667,34.18016599,0.7615296748,0.0001565626888,2420134.808,378.9028129,395.3937669,16.49095405,-5.621473065e-09
14880,49.99591667,0.04999041667,34.21961241,0.7598170629,0.0001561858563,2420041.715,377.9762875,394.4076064,16.43131886,-2.862520887e-09
14940,49.99591667,0.04999041667,34.2589396,0.7581074758,0.0001558096894,2419948.903,377.0514868,393.4244267,16.37293997,3.025149908e-09
15000,49.99591667,0.04999041667,34.29815838,0.7564009174,0.0001554341888,2419856.346,376.1284082,392.4439571,16.31554884,1.203204647e-09
15060,49.99591667,0.04999041667,34.3372762,0.7546973868,0.0001550593545,2419764.028,375.2070483,391.4660117,16.25896345,-2.587057679e-09
15120,49.99591667,0.04999041667,34.37629823,0.7529968792,0.0001546851854,2419671.936,374.287402,390.490461,16.20305906,1.664886895e-09
15180,49.99591667,0.04999041667,34.41522815,0.7512993872,0.0001543116797,2419580.062,373.3694636,389.5172128,16.14774928,-2.302328994e-09
15240,49.99591667,0.04999041667,34.45406867,0.749604901,0.0001539388355,2419488.398,372.4532265,388.5462,16.09297354,-3.920831659e-09
15300,49.99591667,0.04999041667,34.49282178,0.7479134094,0.0001535666502,2419396.941,371.5386836,387.5773723,16.03868869,2.771116669e-09
15360,49.99591667,0.04999041667,34.53148904,0.7462248999,0.000153195121,2419305.686,370.6258273,386.6106908,15.9848635,2.28862973e-09
15420,49.99591667,0.04999041667,34.5700717,0.7445393591,0.000152824245,2419214.631,369.7146495,385.6461243,15.93147474,-4.590731351e-09
15480,49.99591667,0.04999041667,34.60857079,0.7428567731,0.0001524540193,2419123.773,368.8051423,384.6836469,15.87850468,-3.793388714e-09
15540,49.99591667,0.04999041667,34.64698721,0.7411771278,0.0001520844405,2419033.11,367.8972971,383.7232365,15.82593936,-6.469917935e-10
15600,49.99591667,0.04999041667,34.68532174,0.7395004085,0.0001517155056,2418942.641,366.9911057,382.7648731,15.77376741,2.685567324e-09
15660,49.99591667,0.04999041667,34.72357511,0.7378266006,0.0001513472113,2418852.363,366.0865596,381.8085388,15.72197922,3.085972367e-09
15720,49.99591667,0.04999041667,34.76174799,0.7361556896,0.0001509795544,2418762.275,365.1836504,380.8542168,15.67056644,-2.03158379e-09
15780,49.99591667,0.04999041667,34.79984101,0.7344876609,0.0001506125317,2418672.375,364.2823697,379.9018913,15.61952159,-2.684146239e-09
15840,49.99591667,0.04999041667,34.83785478,0.7328225001,0.00015024614,2418582.663,363.3827093,378.9515471,15.5688378,3.032027962e-10
15900,49.99591667,0.04999041667,34.87578988,0.7311601927,0.0001498803762,2418493.136,362.484661,378.0031697,15.51850869,-5.665583558e-09
15960,49.99591667,0.04999041667,34.91364687,0.7295007249,0.0001495152372,2418403.793,361.5882167,377.0567449,15.46852817,-8.350298231e-10
16020,49.99591667,0.04999041667,34.95142631,0.7278440826,0.0001491507199,2418314.634,360.6933685,376.112259,15.41889045,-2.727688297e-09
16080,49.99591667,0.04999041667,34.98912873,0.7261902522,0.0001487868213,2418225.656,359.8001085,375.1696984,15.36958992,-1.938076366e-09
16140,49.99591667,0.04999041667,35.02675466,0.7245392202,0.0001484235384,2418136.859,358.908429,374.2290502,15.32062113,1.622595391e-09
16200,49.99591667,0.04999041667,35.06430461,0.7228909736,0.0001480608685,2418048.241,358.0183225,373.2903013,15.2719788,-2.525325726e-09
16260,49.99591667,0.04999041667,35.10177909,0.7212454992,0.0001476988085,2417959.801,357.1297816,372.3534393,15.22365772,2.123101694e-09
16320,49.99591667,0.04999041667,35.1391786,0.7196027845,0.0001473373557,2417871.539,356.2427989,371.4184517,15.17565281,3.004629434e-09
16380,49.99591667,0.04999041667,35.17650361,0.717962817,0.0001469765074,2417783.451,355.3573674,370.4853265,15.12795911,-1.761691237e-09
16440,49.99591667,0.04999041667,35.2137546,0.7163255845,0.0001466162609,2417695.539,354.47348,369.5540517,15.08057169,-2.063416105e-11
16500,49.99591667,0.04999041667,35.25093204,0.7146910752,0.0001462566136,2417607.8,353.59113,368.6246157,15.03348576,-9.515588317e-11
16560,49.99591667,0.04999041667,35.28803638,0.7130592774,0.000145897563,2417520.234,352.7103106,367.6970071,14.98669656,-5.786546353e-09
16620,49.99591667,0.04999041667,35.32506808,0.7114301797,0.0001455391064,2417432.839,351.8310152,366.7712146,14.94019943,-3.080970146e-09
16680,49.99591667,0.04999041667,35.36202757,0.709803771,0.0001451812415,2417345.615,350.9532375,365.8472273,14.89398979,2.850129022e-09
16740,49.99591667,0.04999041667,35.39891529,0.7081800405,0.0001448239659,2417258.56,350.0769713,364.9250344,14.84806311,-1.460875865e-10
16800,49.99591667,0.04999041667,35.43573166,0.7065589775,0.0001444672773,2417171.673,349.2022103,364.0046252,14.80241494,-2.054605375e-09
16860,49.99591667,0.04999041667,35.47247709,0.7049405717,0.0001441111733,2417084.954,348.3289486,363.0859895,14.75704088,-7.549942893e-10
16920,49.99591667,0.04999041667,35.50915198,0.7033248131,0.0001437556518,2416998.401,347.4571805,362.1691171,14.71193662,4.617220384e-09
16980,49.99591667,0.04999041667,35.54575675,0.7017116917,0.0001434007105,2416912.014,346.5869001,361.253998,14.66709791,-3.441130048e-09
17040,49.99591667,0.04999041667,35.58229177,0.7001011979,0.0001430463475,2416825.791,345.7181019,360.3406224,14.62252054,3.385082437e-09
17100,49.99591667,0.04999041667,35.61875743,0.6984933225,0.0001426925605,2416739.732,344.8507805,359.4289809,14.57820038,-3.910258783e-10
17160,49.99591667,0.04999041667,35.65515411,0.6968880563,0.0001423393477,2416653.836,343.9849307,358.519064,14.53413334,3.544698757e-09
17220,49.99591667,0.04999041667,35.69148216,0.6952853905,0.000141986707,2416568.102,343.1205471,357.6108626,14.49031544,3.537536486e-09
17280,49.99591667,0.04999041667,35.72774196,0.6936853164,0.0001416346366,2416482.529,342.257625,356.7043677,14.44674271,-1.345199507e-09
17340,49.99591667,0.04999041667,35.76393385,0.6920878256,0.0001412831347,2416397.116,341.3961592,355.7995704,14.40341125,-2.282945388e-09
17400,49.99591667,0.04999041667,35.80005817,0.69049291,0.0001409321993,2416311.863,340.5361451,354.8964623,14.36031722,-1.643741143e-09
17460,49.99591667,0.04999041667,35.83611527,0.6889005617,0.0001405818289,2416226.768,339.677578,353.9950348,14.31745685,-1.734292709e-09
17520,49.99591667,0.04999041667,35.87210547,0.6873107728,0.0001402320216,2416141.831,338.8204534,353.0952798,14.27482641,-8.38952019e-10
17580,49.99591667,0.04999041667,35.9080291,0.685723536,0.0001398827758,2416057.051,337.9647669,352.1971891,14.23242224,-4.2314241e-09
17640,49.99591667,0.04999041667,35.94388647,0.6841388439,0.00013953409,2415972.428,337.1105142,351.3007549,14.19024072,2.671981747e-09
17700,49.99591667,0.04999041667,35.97967789,0.6825566895,0.0001391859625,2415887.96,336.2576911,350.4059694,14.1482783,-4.327432634e-09
17760,49.99591667,0.04999041667,36.01540366,0.6809770659,0.000138838392,2415803.647,335.4062937,349.5128252,14.10653147,-4.07629841e-09
17820,49.99591667,0.04999041667,36.05106408,0.6793999665,0.0001384913768,2415719.489,334.5563179,348.6213147,14.06499678,5.096921996e-09
17880,49.99591667,0.04999041667,36.08665943,0.6778253849,0.0001381449156,2415635.484,333.70776,347.7314309,14.02367085,4.517289653e-09
17940,49.99591667,0.04999041667,36.12219,0.6762533147,0.000137799007,2415551.632,332.8606162,346.8431666,13.98255034,-7.56585905e-11
18000,49.99591667,0.04999041667,36.15765607,0.67468375,0.0001374536497,2415467.932,332.014883,345.9565149,13.94163194,1.645332759e-09
18060,49.99591667,0.04999041667,36.1930579,0.6731166848,0.0001371088424,2415384.383,331.1705568,345.0714692,13.90091243,-7.109633771e-09
18120,49.99591667,0.04999041667,36.22839575,0.6715521136,0.0001367645839,2415300.986,330.3276343,344.1880229,13.86038861,5.225047062e-10
18180,49.99591667,0.04999041667,36.26366989,0.6699900309,0.0001364208729,2415217.739,329.4861121,343.3061695,13.82005736,-3.357968126e-09
18240,49.99591667,0.04999041667,36.29888056,0.6684304312,0.0001360777082,2415134.642,328.6459871,342.4259027,13.77991559,2.424826562e-09
18300,49.99591667,0.04999041667,36.33402801,0.6668733096,0.0001357350888,2415051.694,327.8072562,341.5472165,13.73996028,4.358469141e-09
18360,49.99591667,0.04999041667,36.36911247,0.6653186611,0.0001353930136,2414968.895,326.9699164,340.6701048,13.70018844,-1.580474418e-09
18420,49.99591667,0.04999041667,36.40413419,0.6637664809,0.0001350514815,2414886.243,326.1339648,339.7945619,13.66059713,2.748720362e-09
18480,49.99591667,0.04999041667,36.43909339,0.6622167643,0.0001347104915,2414803.74,325.2993986,338.920582,13.62118347,6.065874913e-09
18540,49.99591667,0.04999041667,36.47399028,0.6606695071,0.0001343700426,2414721.383,324.466215,338.0481596,13.58194465,-7.830749382e-09
18600,49.99591667,0.04999041667,36.50882509,0.6591247048,0.0001340301338,2414639.173,323.6344115,337.1772893,13.54287784,-5.681556559e-09
18660,49.99591667,0.04999041667,36.54359803,0.6575823533,0.0001336907644,2414557.109,322.8039855,336.3079658,13.50398033,-6.154380117e-09
18720,49.99591667,0.04999041667,36.57830931,0.6560424488,0.0001333519333,2414475.19,321.9749346,335.440184,13.46524942,-1.816715667e-10
18780,49.99591667,0.04999041667,36.61295911,0.6545049873,0.0001330136398,2414393.416,321.1472563,334.5739388,13.42668247,-2.306137503e-09
18840,49.99591667,0.04999041667,36.64754765,0.6529699653,0.0001326758831,2414311.788,320.3209485,333.7092254,13.38827687,-1.834337127e-09
18900,49.99591667,0.04999041667,36.68207511,0.6514373791,0.0001323386623,2414230.303,319.4960088,332.8460389,13.35003009,-6.12351414e-09
18960,49.99591667,0.04999041667,36.71654167,0.6499072254,0.0001320019768,2414148.962,318.6724353,331.9843749,13.3119396,3.823515726e-09
19020,49.99591667,0.04999041667,36.75094752,0.6483795011,0.0001316658258,2414067.764,317.8502257,331.1242286,13.27400296,8.351435099e-10
19080,49.99591667,0.04999041667,36.78529283,0.6468542029,0.0001313302086,2413986.709,317.0293781,330.2655959,13.23621774,-2.505885277e-09
19140,49.99591667,0.04999041667,36.81957777,0.6453313279,0.0001309951247,2413905.796,316.2098907,329.4084723,13.19858157,4.091191386e-09
19200,49.99591667,0.04999041667,36.85380252,0.6438108732,0.0001306605732,2413825.026,315.3917616,328.5528538,13.16109213,-1.297337349e-09
19260,49.99591667,0.04999041667,36.88796722,0.6422928362,0.0001303265538,2413744.397,314.5749891,327.6987362,13.12374712,2.714841685e-09
19320,49.99591667,0.04999041667,36.92207204,0.6407772143,0.0001299930657,2413663.91,313.7595713,326.8461156,13.0865443,3.226432455e-09
19380,49.99591667,0.04999041667,36.95611713,0.639264005,0.0001296601085,2413583.564,312.9455068,325.9949883,13.04948149,-1.020680429e-09
19440,49.99591667,0.04999041667,36.99010265,0.6377532059,0.0001293276817,2413503.358,312.1327939,325.1453505,13.01255651,5.227946076e-09
19500,49.99591667,0.04999041667,37.02402873,0.6362448148,0.0001289957846,2413423.292,311.3214312,324.2971985,12.97576725,1.664318461e-09
19560,49.99591667,0.04999041667,37.05789551,0.6347388296,0.000128664417,2413343.367,310.5114172,323.4505289,12.93911163,4.433672984e-09
19620,49.99591667,0.04999041667,37.09170314,0.6332352482,0.0001283335783,2413263.581,309.7027506,322.6053382,12.90258764,-7.486733011e-09
19680,49.99591667,0.04999041667,37.12545174,0.6317340688,0.000128003268,2413183.934,308.8954299,321.7616232,12.86619324,1.410455752e-09
19740,49.99591667,0.04999041667,37.15914144,0.6302352896,0.000127673486,2413104.426,308.0894541,320.9193806,12.82992651,1.9053914e-09
19800,49.99591667,0.04999041667,37.19277238,0.6287389088,0.0001273442316,2413025.057,307.2848217,320.0786072,12.79378552,-5.931553915e-09
19860,49.99591667,0.04999041667,37.22634466,0.6272449249,0.0001270155046,2412945.827,306.4815318,319.2393002,12.75776838,-2.230706286e-09
19920,49.99591667,0.04999041667,37.25985841,0.6257533363,0.0001266873047,2412866.734,305.6795832,318.4014565,12.72187327,2.898843832e-09
19980,49.99591667,0.04999041667,37.29331374,0.6242641416,0.0001263596316,2412787.78,304.8789749,317.5650732,12.68609838,-1.319165222e-09
20040,49.99591667,0.04999041667,37.32671076,0.6227773396,0.0001260324849,2412708.963,304.0797058,316.7301477,12.65044194,3.645368452e-10
20100,49.99591667,0.04999041667,37.36004958,0.6212929289,0.0001257058643,2412630.283,303.281775,315.8966773,12.61490221,6.036430023e-09
20160,49.99591667,0.04999041667,37.3933303,0.6198109085,0.0001253797697,2412551.74,302.4851817,315.0646592,12.57947753,-1.600085398e-09
20220,49.99591667,0.04999041667,37.42655302,0.6183312772,0.0001250542009,2412473.335,301.689925,314.2340912,12.54416622,-7.734627161e-09
20280,49.99591667,0.04999041667,37.45971784,0.6168540342,0.0001247291574,2412395.066,300.896004,313.4049706,12.50896663,7.322398687e-09
20340,49.99591667,0.04999041667,37.49282486,0.6153791784,0.0001244046393,2412316.933,300.103418,312.5772952,12.47387723,-2.46353693e-09
20400,49.99591667,0.04999041667,37.52587416,0.6139067091,0.0001240806463,2412238.937,299.3121663,311.7510628,12.43889642,-7.7675395e-09
20460,49.99591667,0.04999041667,37.55886583,0.6124366256,0.0001237571782,2412161.077,298.5222483,310.926271,12.40402268,5.703668648e-09
20520,49.99591667,0.04999041667,37.59179996,0.6109689271,0.0001234342349,2412083.352,297.7336632,310.1029177,12.36925456,3.689422101e-09
20580,49.99591667,0.04999041667,37.62467663,0.609503613,0.0001231118163,2412005.763,296.9464105,309.281001,12.33459057,6.072582437e-10
20640,49.99591667,0.04999041667,37.65749591,0.6080406828,0.0001227899222,2411928.31,296.1604895,308.4605188,12.3000293,1.684327344e-09
20700,49.99591667,0.04999041667,37.6902579,0.6065801361,0.0001224685526,2411850.991,295.3758999,307.6414693,12.26556936,1.007663286e-09
20760,49.99591667,0.04999041667,37.72296265,0.6051219723,0.0001221477073,2411773.808,294.5926411,306.8238505,12.23120938,-4.797641395e-09
20820,49.99591667,0.04999041667,37.75561024,0.6036661913,0.0001218273862,2411696.76,293.8107126,306.0076607,12.19694803,1.137209438e-09
20880,49.99591667,0.04999041667,37.78820074,0.6022127927,0.0001215075894,2411619.846,293.0301141,305.1928981,12.16278403,-7.684093362e-10
20940,49.99591667,0.04999041667,37.82073422,0.6007617762,0.0001211883167,2411543.067,292.250845,304.3795611,12.12871608,2.86871682e-09
21000,49.99591667,0.04999041667,37.85321074,0.5993131418,0.0001208695682,2411466.423,291.4729052,303.5676482,12.09474297,5.355218491e-10
